Item Type	Biblio Number	Barcode	Accession Date	Last Seen Date	Issue Date	Title	Author									
BK	490995	CH65000	2013-09-09	2013-12-06	2013-12-06	Ultimate Interview: 100s of Great Interview Answers Tailored to Specific Jobs	Lynn Williams									
BK	495166	CH64996	2013-09-09	2013-12-09	2013-12-09	Body Language: A Guide for Professionals	Hedwig Lewis									
BK	495171	CH64997	2013-09-09	2013-12-09	2013-12-09	International Business: Theory and Practice	Ehud Menipaz									
BK	308729	CH58967	2013-09-09	2014-01-11	2013-12-21	Successful Time Management	Forsyth	 Patrick								
BK	470894	CH65052	2013-09-09	2014-01-09	2014-01-09	Devil may care. Sebastian Faulks writing as Ian Fleming	Faulks	 Sebastian								
BK	475165	CH65004	2013-09-09	2014-01-15	2014-01-15	The Leadership Skills Handbook: 50 Essential Skills You Need to be a Leader	Jo Owen									
BK	497118	CH65016	2013-09-09	2014-01-21	2014-01-21	THE ULTIMATE INTRODUCTION TO NPL :how to build a successful life	richard bandler									
BK	492760	CH65057	2013-09-09	2014-01-25	2014-01-25	Steve Jobs /	Isaacson	 Walter.								
BK	493523	CH62179	2013-09-09	2014-02-01	2014-02-01	The Universe Inside You: The Extreme Science of the Human Body from Quantum Theory to the Mysteries of the Brain	Brian Clegg									
BK	458688	CH58989	2013-09-09	2014-02-01	2014-02-01	Enduring Success: What We Can Learn from Outstanding Corporations	Christian Stadler									
BK	476417	CH65020	2013-09-09	2014-02-03	2014-02-03	The Fashion Resource Book: Research for Design	Robert Leach									
BK	474251	CH65059	2013-09-09	2014-02-04	2014-02-04	How to Change the World	John-Paul Flintoff									
BK	499806	CH65068	2013-09-17	2014-01-30	2014-01-30	A Brief History of Time	Stephen Hawking									
BK	501851	CH62574	2013-09-30	2014-01-11	2014-01-11	Romeo and Juliet	William Shakespeare									
BK	501867	CH62551	2013-09-30	2014-01-20	2014-01-20	Sons and Lovers	D. H. Lawrence									
BK	501859	CH62581	2013-09-30	2014-01-24	2014-01-24	Selected Poems	Dylan Thomas									
BK	501884	CH62548	2013-09-30	2014-02-04	2014-02-04	Wuthering Heights and Poems	Emily Bronte									
BK	501854	CH62553	2013-09-30	2014-02-05	2014-02-05	Scenes of Clerical Life	George Eliot									
BK	495173	CH62586	2013-10-08	2013-12-18	2013-12-18	Introduction to Counselling Skills: Text and Activities	Richard Nelson-Jones									
BK	496643	CH65076	2013-10-08	2013-12-24	2013-12-24	Ghana Must Go	Taiye Selasi									
BK	475850	CH65077	2013-10-08	2014-01-21	2014-01-21	The Liars' Gospel	Alderman	 Naomi								
BK	501445	CH65155	2013-10-12	2013-12-28	2013-12-28	The Riddles of Harry Potter: Secret Passages and Interpretive Quests	Shira Wolosky									
BK	499870	CH65132	2013-10-12	2014-01-07	2014-01-07	Time Dilation the Reality: An Independant Review of Relativity Theory	K. D. Hughes									
BK	457116	CH65131	2013-10-12	2014-01-23	2014-01-23	Shapes: Nature's Patterns: A Tapestry in Three Parts	"""Ball, Philip"""									
BK	499821	CH65145	2013-10-12	2014-01-30	2014-01-30	Cracking the Genome: Inside the Race to Unlock Human DNA	Kevin Davies									
BK	471343	ch65160	2013-10-12	2014-02-04	2014-02-04	Nature's building blocks : an A-Z guide to the elements	Emsley	 John								
BK	505148	CH65119	2013-10-12	2014-02-05	2014-02-05	Meeting the English	Kate Clanchy									
BK	505147	CH65120	2013-10-12	2014-02-05	2014-02-05	Dead Man's Time	Peter James									
BK	502086	CH65296	2013-11-11	2013-12-20	2013-12-20	Vivien's Heavenly Ice Cream Shop	Abby Clements									
BK	501815	CH65282	2013-11-11	2014-01-07	2014-01-07	After Flodden	Rosemary Goring									
BK	480364	CH65278	2013-11-11	2014-01-14	2014-01-14	Brand You: Turn Your Unique Talents into a Winning Formula	John Purkiss									
BK	501255	CH65300	2013-11-11	2014-01-24	2014-01-24	The Lowland	Jhumpa Lahiri									
BK	503532	CH65298	2013-11-11	2014-01-27	2014-01-27	The Land of the Seal People	Duncan Williamson									
BK	504453	CH65306	2013-11-16	2014-02-01	2014-02-01	"""How to Pass Advanced Verbal Reasoning Tests: Essential Practice for English Usage, Critical Reasoning and Reading Comprehension Tests"""	Mike Bryon									
BK	504452	CH65305	2013-11-16	2014-02-01	2014-02-01	How to Pass Advanced Numeracy Tests: Improve Your Scores in Numerical Reasoning and Data Interpretation Psychometric Tests	Mike Bryon									
BK	453338	CH65356	2013-11-25	2014-01-17	2014-01-17	Prepare For IELTS: Academic Practice Tests (Includes 3 Discs)	Cameron	 Penny and Todd	 Vanessa							
BK	497187	CH65360	2013-11-25	2014-01-17	2014-01-17	Action Plan for IELTS	Jakeman	 Vanessa								
BK	213483	CH65420	2013-11-27	2013-12-18	2013-12-18	Selling to win	Richard Denny									
BK	505382	CH65444	2013-11-27	2013-12-28	2013-12-28	Risk Management	Paul Hopkin									
BK	236436	CH65404	2013-11-27	2014-01-02	2014-01-02	Decision Making and Problem Solving Strategies	"""Adair, John"""									
BK	508513	CH65398	2013-11-27	2014-01-11	2014-01-11	Develop Your Assertiveness	Sue Bishop									
BK	505367	CH65446	2013-11-27	2014-01-15	2014-01-15	Competitive SME: Building Competitive Advantage Through Marketing Excellence for Small to Medium Sized Enterprises	David James Hood									
BK	478672	CH65411	2013-11-27	2014-01-21	2014-01-21	Teach Yourself Successful Time Management in a Week	Treacy	 Declan 								
BK	505396	CH65441	2013-11-27	2014-01-22	2014-01-22	Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation	Damian Ryan									
BK	505366	CH65421	2013-11-27	2014-01-22	2014-01-22	Blog Podcast Google Sell: The Complete Guide to Making Online Profit	Cresta Norris									
BK	504456	CH65443	2013-11-27	2014-01-31	2014-01-31	How to Pass Professional Level Psychometric Tests: Challenging Practice Questions for Graduate and Professional Recruitment	Sam Al-Jajjoka									
BK	508515	CH65396	2013-11-27	2014-01-31	2014-01-31	"""Emotional Fitness Coaching: How to Develop a Positive and Productive Workplace for Leaders, Managers and Coaches"""	Warren Redman									
BK	478913	CH65425	2013-11-27	2014-01-31	2014-01-31	Ultimate Aptitude Tests	Barrett	 Jim								
BK	508507	CH65405	2013-11-27	2014-02-03	2014-02-03	The Rebel Entrepreneur: Rewriting the Business Rulebook	Jonathan Moules									
BK	505372	CH65417	2013-11-27	2014-02-05	2014-02-05	Taking Minutes of Meetings	Joanna Gutmann									
BK	504756	CH65457	2013-11-29	2014-01-02	2014-01-02	Cyclepedia: A Tour of Iconic Bicycle Designs	Michael Embacher									
BK	505357	CH65486	2013-11-30	2014-01-18	2014-01-18	High Impact Marketing That Gets Results	Ardi Kolah									
BK	475849	CH64687	2013-12-02	2014-01-21	2014-01-21	The Lessons	Naomi Alderman									
BK	456626	CH65490	2013-12-02	2014-02-05	2014-02-05	Changing My Mind: Occasional Essays	Smith	 Zadie								
BK	496410	ch65499	2013-12-06	2013-12-24	2013-12-24	A Concise Chinese-English Dictionary for Lovers	Xiaolu Guo									
BK	496410	CH65503	2013-12-06	2013-12-27	2013-12-27	A Concise Chinese-English Dictionary for Lovers	Xiaolu Guo									
BK	496410	CH65502	2013-12-06	2014-01-10	2014-01-10	A Concise Chinese-English Dictionary for Lovers	Xiaolu Guo									
BK	496410	CH65501	2013-12-06	2014-02-05	2014-02-05	A Concise Chinese-English Dictionary for Lovers	Xiaolu Guo									
BK	496643	ch65578	2013-12-13	2014-01-03	2014-01-03	Ghana Must Go	Taiye Selasi									
BK	502166	CH65747	2013-12-16	2014-01-04	2014-01-04	Prince William: Born to be King	Penny Junor									
BK	504336	CH65688	2013-12-16	2014-01-10	2014-01-10	Teach Yourself Successful People Skills in a Week	John MacDonald									
BK	501807	CH65696	2013-12-16	2014-01-30	2014-01-30	Return of a King: The Battle for Afghanistan	William Dalrymple									
BK	493116	CH65716	2013-12-16	2014-02-01	2014-02-01	Recycled Home	Proctor 	 Rebecca 								
BK	504299	CH65745	2013-12-16	2014-02-01	2014-02-01	"""Make it Fly!: The Step by Step Guide to Make ANY Idea, Project or Goal Take Off"""	Brigitte Cobb									
BK	502088	CH65710	2013-12-16	2014-02-03	2014-02-03	Oh Dear Silvia	Dawn French									
BK	502100	CH65800	2013-12-17	2014-01-08	2014-01-08	Dead Man's Time	Peter James									
BK	507143	CH65776	2013-12-17	2014-01-08	2014-01-08	Whaleback City	Andy Jackson									
BK	502085	CH65787	2013-12-17	2014-01-10	2014-01-10	The Forget-me-not Summer	Katie Flynn									
BK	503508	CH65820	2013-12-17	2014-01-18	2014-01-18	Amazing Places Cost Nothing: The New Golden Age of Authentic Travel	Herbert Ypma									
BK	503804	CH65817	2013-12-17	2014-01-20	2014-01-20	The Art of Peter Prendergast	Richard Cork									
BK	501819	CH65806	2013-12-17	2014-01-27	2014-01-27	Idiopathy	Sam Byers									
BK	499838	CH65794	2013-12-17	2014-01-30	2014-01-30	On the Origin of Species	Charles Darwin									
BK	502175	CH65785	2013-12-17	2014-02-01	2014-02-01	Hungry City: How Food Shapes Our Lives	Carolyn Steel									
BK	502168	CH65783	2013-12-17	2014-02-05	2014-02-05	What Should We Tell Our Daughters?: The Pleasures and Pressures of Growing Up Female	Melissa Benn									
BK	502103	CH65856	2013-12-30	2014-01-08	2014-01-08	Ultimatum	Simon Kernick									
BK	504309	CH65896	2013-12-30	2014-01-09	2014-01-09	Teach Yourself Body Language Secrets	Diana Mather									
BK	502093	CH65879	2013-12-30	2014-01-09	2014-01-09	A Wanted Man: (Jack Reacher 17)	Lee Child									
BK	503528	CH65842	2013-12-30	2014-01-10	2014-01-10	The Broken Road: From the Iron Gates to Mount Athos	Patrick Leigh Fermor									
BK	501831	CH65840	2013-12-30	2014-01-10	2014-01-10	The Deaths	Mark Lawson									
BK	504360	CH65919	2013-12-30	2014-01-11	2014-01-11	"""Yes, I Can!: Using Visualization to Achieve Your Goals"""	Robin Nixon									
BK	497506	CH65888	2013-12-30	2014-01-13	2014-01-13	Teach Yourself Successful Customer Care in a Week	Di McLanachan									
BK	504312	CH65917	2013-12-30	2014-01-14	2014-01-14	Teach Yourself Dealing with Difficult People in a Week	Brian Salter									
BK	503534	CH65940	2013-12-30	2014-01-17	2014-01-17	"""The New Royal Family: Prince George, William and Kate, the Next Generation"""	Robert Jobson									
BK	502992	CH66012	2013-12-30	2014-01-18	2014-01-18	Destination London	Philippe de Baeck									
BK	504292	CH65924	2013-12-30	2014-01-20	2014-01-20	Great Days at Work: How Positive Psychology Can Transform Your Working Life	Suzanne Hazelton									
BK	508626	CH66006	2013-12-30	2014-01-20	2014-01-20	Paintings from Mughal India	Andrew Topsfield									
BK	508743	CH65995	2013-12-30	2014-01-21	2014-01-21	The Film Handbook	James Curran									
BK	210933	CH66113	2013-12-30	2014-01-21	2014-01-21	Introduction To Film	Nick	 Lacey								
BK	480363	CH65943	2013-12-30	2014-01-21	2014-01-21	"""Brand New You: Reinventing Work, Life & Self Through the Power of Personal Branding"""	Simon Middleton									
BK	505376	CH66024	2013-12-30	2014-01-21	2014-01-21	Consumer Behaviour: Applications in Marketing	Malcolm Wright									
BK	507205	CH66010	2013-12-30	2014-01-22	2014-01-22	"""Magical Tales: Myth, Legend and Enchantment in Children's Books"""	Carolyne Larrington									
BK	502101	CH65871	2013-12-30	2014-01-23	2014-01-23	The White Queen	Philippa Gregory									
BK	504341	CH65886	2013-12-30	2014-01-25	2014-01-25	Teach Yourself Successful Public Speaking in a Week	Matt Avery									
BK	504328	CH65898	2013-12-30	2014-01-27	2014-01-27	Teach Yourself Successful Decision Making in a Week	Martin Manser									
BK	504323	CH65912	2013-12-30	2014-01-29	2014-01-29	Teach Yourself Successful Business Communication in a Week	Martin Manser									
BK	499816	CH65846	2013-12-30	2014-01-29	2014-01-29	Blinded by Science	Matthew Silverstone									
BK	502104	CH65863	2013-12-30	2014-01-30	2014-01-30	I've Got Your Number	Sophie Kinsella									
BK	504352	CH65839	2013-12-30	2014-02-01	2014-02-01	"""The Luck Habit: What the Luckiest People Think, Know and Do ... and How it Can Change Your Life"""	Douglas Miller									
BK	502123	CH65952	2013-12-30	2014-02-01	2014-02-01	Sculpture Now	Anna Moszynska									
BK	508261	CH66103	2013-12-30	2014-02-01	2014-02-01	Creativity and Cultural Production: Issues for Media Practice	Phillip McIntyre									
BK	504321	CH65887	2013-12-30	2014-02-01	2014-02-01	Teach Yourself Succeed at Numeracy Tests in a Week	Mac Bride									
BK	340298	CH66063	2013-12-30	2014-02-03	2014-02-03	Armstrong's handbook Performance management : An evidence-based guide to delivering high performance	Armstrong	 Michael								
BK	506408	CH65975	2013-12-30	2014-02-03	2014-02-03	The Sage Handbook of Organizational Institutionalism	Kerstin Sahlin-Andersson									
BK	505389	CH66028	2013-12-30	2014-02-03	2014-02-03	The Sage Handbook of Organization Studies	Sir Thomas Lawrence									
BK	502147	CH65841	2013-12-30	2014-02-04	2014-02-04	"""The Mysteries of London, Vol. I [Unabridged & Illustrated]"""	George W. M. Reynolds									
BK	507100	CH66187	2013-12-31	2014-01-08	2014-01-08	The Animals: Love Letters Between Christopher Isherwood and Don Bachardy	Christopher Isherwood									
BK	497965	CH64989	2013-12-31	2014-01-11	2014-01-11	Appreciating Art: An Expert Companion to Help You Understand	 Interpret and Enjoy	Nancy G. Heller								
BK	509131	CH66173	2013-12-31	2014-01-21	2014-01-21	Eric Clapton: The Autobiography	Eric Clapton									
BK	507105	CH66183	2013-12-31	2014-02-05	2014-02-05	The Coffee Shop Book Club	Breast Cancer Care (Organization)									
CD	92091	CH41930	2011-04-03	2011-07-14	2011-07-14	Boyzone - Live at the point Helen Parker										
CD	92430	CH50561	2011-04-03	2013-12-30	2013-12-30	Portishead - Dummy										
CD	92275	CH42198	2011-04-03	2014-01-04	2014-01-04	U2 - U218 Singles (C/D)(852299)										
CD	92272	CH42239	2011-04-03	2014-01-04	2014-01-04	The Corrs/Dreams: The ultimate corrs collection										
CD	92408	CH49654	2011-04-03	2014-02-01	2014-02-01	John Lennon: Plastic Ono Band										
CD	246350	CH28835    	2011-04-25	2011-05-19	2011-05-19	Starting Out with Modern Compiler Design										
CD	248186	CH48416	2011-05-11	2011-07-14	2011-07-14	Principles OF Marketing										
CD	248133	CH48408	2011-05-11	2011-07-14	2011-07-14	Customer Relationship Management										
CD	248096	CH48414	2011-05-11	2012-03-02	2012-03-02	Test Your Own IQ										
CD	247298	CH50669	2011-05-11	2012-08-31	2012-08-31	Interactive Guitar Course										
CD	248211	CH44410	2011-05-12	2011-12-12	2011-12-12	Managing for Results										
CD	248203	CH44429	2011-05-12	2011-12-12	2011-12-12	Conflict Management 										
CD	250794	CH49204	2011-05-19	2012-03-21	2012-03-21	Learning Ladder Maths	 English	 Science								
CD	308634	CH53973	2011-06-20	2011-07-20	2011-07-20	IELTS 6										
CD	308632	CH53972	2011-06-20	2011-12-12	2011-12-12	IELTS 6										
CD	406059	CH53938	2011-08-01	2012-04-19	2012-04-19	Prepare for ielts										
CD	406058	CH53939	2011-08-01	2012-04-19	2012-04-19	Prepare for ielts										
CD	406057	CH53940	2011-08-01	2012-04-19	2012-04-19	Prepare for ielts										
CD	444824	CH53960	2011-08-11	2011-11-09	2011-11-09	Prepare For IELTS 										
CD	444865	CH53965	2011-08-11	2012-03-20	2012-03-20	Cambridge IELTS 5										
CD	444817	CH53966	2011-08-11	2012-03-20	2012-03-20	Cambridge IELTS 5										
CD	444825	CH53978	2011-08-11	2012-05-01	2012-05-01	Essential Tests For IELTS										
CD	444826	CH53979	2011-08-11	2012-05-01	2012-05-01	Essential Tests For IELTS 										
CD	444827	CH53980	2011-08-11	2012-05-01	2012-05-01	Study Guide To The Ielts										
CD	444831	CH53975	2011-08-11	2012-09-20	2012-09-20	IELTS Practice Tests										
CD	444833	CH53976	2011-08-11	2012-09-20	2012-09-20	IELTS Practice Tests 										
CD	446964	CH49929	2011-09-14	2012-02-28	2012-02-28	Objective IELTS Advance										
CD	448256	CH49932	2011-10-11	2012-08-09	2012-08-09	Cambridge Objective IELTS										
CD	456381	CH41262	2012-01-28	2012-03-19	2012-03-19	Encyclopedia Britannica  Dinosaurs 										
CD	459288	ch57522	2012-03-24	2012-07-17	2012-07-17	IELTS Testbuilder 2										
CD	459289	ch57523	2012-03-24	2012-07-17	2012-07-17	IELTS Testbuilder 2										
CD	459303	ch57539	2012-03-24	2012-08-28	2012-08-28	Cambridge Grammar For IELTS With Answers 										
CD	459307	ch57548	2012-03-24	2012-12-21	2012-12-21	404 Essential Tests For IELTS: Academic Module 										
CD	459290	ch57528	2012-03-24	2013-04-12	2013-04-12	A book for IELTS 										
CD	459291	ch57529	2012-03-24	2013-04-12	2013-04-12	A book for IELTS 										
CD	459316	CH57392	2012-03-26	2012-06-07	2012-06-07	Cambridge IELTS 4										
CD	459316	ch57393	2012-03-26	2012-06-07	2012-06-07	Cambridge IELTS 4										
CD	459314	ch57581	2012-03-26	2012-06-11	2012-06-11	Cambridge IELTS 2										
CD	459314	ch57582	2012-03-26	2012-06-11	2012-06-11	Cambridge IELTS 2										
CD	459315	ch57389	2012-03-26	2012-07-10	2012-07-10	Cambridge IELTS 3										
CD	459315	ch57390	2012-03-26	2012-07-10	2012-07-10	Cambridge IELTS 3										
CD	459323	ch57421	2012-03-26	2012-07-17	2012-07-17	IELTS Preparation and Practice										
CD	459320	ch57404	2012-03-26	2012-12-01	2012-12-01	Cambridge IELTS 8										
CD	459320	ch57405	2012-03-26	2012-12-01	2012-12-01	Cambridge IELTS 8										
CD	459322	ch57418	2012-03-26	2013-03-30	2013-03-30	Barron's IELTS 										
CD	459322	ch57418	2012-03-26	2013-03-30	2013-03-30	Barron's IELTS 										
CD	459322	ch57419	2012-03-26	2013-03-30	2013-03-30	Barron's IELTS 										
CD	459332	CH57449	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 2 with KEY 										
CD	459332	ch57450	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 2 with KEY 										
CD	459332	ch57451	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 2 with KEY 										
CD	459336	ch57716	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 1										
CD	459336	ch57715	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 1										
CD	459336	ch57714	2012-03-27	2012-07-17	2012-07-17	IELTS Practice Tests Plus 1										
CD	459351	ch57736	2012-03-28	2012-11-08	2012-11-08	Action plan for IELTS self-study pack academic module 										
CD	460182	CH57770	2012-04-07	2013-01-02	2013-01-02	IELTS:Prepare for IELTS Skills and Strategies: Listening and Speaking: Bk. 1										
CD	460686	ch58127	2012-04-16	2012-05-12	2012-05-12	202 Useful Exercises for IELTS International Edition										
CD	460714	ch58229	2012-04-17	2012-11-08	2012-11-08	Cambridge new insight into IELTS: workbook with answers 										
CD	460710	ch58222	2012-04-17	2013-04-05	2013-04-05	Study English : IELTS Preparation - Resource Book	 Series 1 									
CD	460710	ch58223	2012-04-17	2013-04-05	2013-04-05	Study English : IELTS Preparation - Resource Book	 Series 1 									
CD	459303	ch58219	2012-04-17	2013-04-18	2013-04-18	Cambridge Grammar For IELTS With Answers 										
CD	460738	ch58293	2012-04-18	2012-08-07	2012-08-07	IELTS On Track	 Test Practice: General Training 									
CD	460738	ch58292	2012-04-18	2012-08-07	2012-08-07	IELTS On Track	 Test Practice: General Training 									
CD	487519	ch63195	2013-04-16	2014-01-11	2014-01-11	Jukebox 										
CD	487641	ch63153	2013-04-16	2014-01-20	2014-01-20	Definitely Maybe										
CD	487520	ch63136	2013-04-16	2014-01-22	2014-01-22	Let England Shake										
CD	487536	ch63293	2013-04-17	2014-01-04	2014-01-04	Frank										
CD	486355	CH63619	2013-04-23	2014-01-23	2014-01-23	The Last King of Scotland (dvd)	Macdonald	Kevin								
DVD	93085	CH45864	2011-04-03	2011-04-03	2010-10-21	Foreign Field	 A	Sturridge	 Charles							
DVD	92517	CH48603	2011-04-03	2011-04-03	2010-10-28	A Room with a View	Ivory	James								
DVD	92952	CH49646	2011-04-03	2011-04-03	2010-10-28	Death at a Funeral 	Oz	 Frank								
DVD	93983	CH46055	2011-04-03	2011-04-03	2010-10-29	The Bourne Ultimatum 	Greengrass	 Paul								
DVD	93920	CH46216	2011-04-03	2011-04-03	2010-10-29	Sweeney todd: The Demon barber of fleet street (2 DVD)	Burton	 Tim								
DVD	94332	CH43293	2011-04-03	2011-04-03	2010-11-08	United 93										
DVD	93494	CH42791	2011-04-03	2011-04-03	2010-12-15	Messages										
DVD	93709	CH43209	2011-04-03	2011-04-03	2010-12-15	Prestige	 The 									
DVD	94178	CH51609	2011-04-03	2011-04-03	2010-12-15	The Pursuit of Happiness 	Muccino	 Gabriele								
DVD	93962	CH14544	2011-04-03	2011-04-03	2011-03-22	The beatles : Yellow submarine										
DVD	92837	CH53194	2011-04-03	2011-04-29	2011-04-29	Chronicles of Narnia - The Lion	 The Witch and the Wardrobe 									
DVD	93924	CH48167	2011-04-03	2011-04-29	2011-04-29	Sword of Honour 	Anderson	Bill								
DVD	93146	CH41000	2011-04-03	2011-06-07	2011-06-07	Grounded										
DVD	93622	CH51572	2011-04-03	2011-06-24	2011-06-24	Ocean's Twelve 	Soderbergh	 Steven								
DVD	92579	CH46367	2011-04-03	2011-07-19	2011-07-19	All The King's Men	Zaillian. Steven									
DVD	94201	CH48157	2011-04-03	2011-07-22	2011-07-22	The Savages	Jenkins	 Tamara								
DVD	93659	CH42793	2011-04-03	2011-07-22	2011-07-22	Panic Room (Widescreen)										
DVD	92892	CH46395	2011-04-03	2011-08-08	2011-08-08	Confetti	Isitt	 Debbie								
DVD	92535	CH46293	2011-04-03	2011-08-08	2011-08-08	About A Boy (Widescreen)	Weitz	 Paul								
DVD	92756	CH42170	2011-04-03	2011-08-08	2011-08-08	Bridget Jones's Diary/ Bridget Jones - The Edge Of Reason										
DVD	93801	CH30402	2011-04-03	2012-04-17	2012-04-17	Saving private ryan										
DVD	93590	CH51533	2011-04-03	2012-04-21	2012-04-21	Nick & Norah's Infinite Playlist( DVD)	Scollett	 Peter								
DVD	94383	CH51288	2011-04-03	2012-04-21	2012-04-21	Wild Child	Moore	 Nick								
DVD	92814	CH51252	2011-04-03	2012-05-10	2012-05-10	Chaos	Giglio	 Tony								
DVD	93958	CH48152	2011-04-03	2012-05-31	2012-05-31	The Battle of the River Plate	Powell	Michael								
DVD	93339	CH53228	2011-04-03	2012-05-31	2012-05-31	Jurassic Park										
DVD	93297	CH40907	2011-04-03	2012-05-31	2012-05-31	Its's Mad	Mad	Mad	Mad World							
DVD	93006	CH51528	2011-04-03	2012-06-02	2012-06-02	Duplicity( DVD)	Gilroy	 Tony								
DVD	94214	CH46043	2011-04-03	2012-06-06	2012-06-06	The Statement 	Jewison	 Norman								
DVD	93128	CH51592	2011-04-03	2012-06-06	2012-06-06	Glorious 39 	Poliakoff	 Stephen								
DVD	93245	CH46068	2011-04-03	2012-06-07	2012-06-07	I am Legend 	Lawrence	 Francis								
DVD	92727	CH46420	2011-04-03	2012-07-09	2012-07-09	Bob Dylan - No Direction Home										
DVD	94289	CH40863	2011-04-03	2012-07-27	2012-07-27	Three Amigos										
DVD	93802	CH51284	2011-04-03	2012-07-27	2012-07-27	Saw	Wan	 James								
DVD	92786	CH44465	2011-04-03	2012-08-20	2012-08-20	Cardiac Arrest : The Complete Collection	Hayman	 David								
DVD	93004	CH48342	2011-04-03	2012-09-05	2012-09-05	Dumb and Dumber	Farrelly	Peter								
DVD	93656	CH53209	2011-04-03	2012-09-05	2012-09-05	P.S. I Love you 	LaGravenese	Richard								
DVD	93009	CH48376	2011-04-03	2012-09-08	2012-09-08	Earth - The Power of the Planet	Stewart	Iain								
DVD	93259	CH46123	2011-04-03	2012-09-17	2012-09-17	Importance of Being Earnest	 The	Oliver Parker								
DVD	93810	CH43301	2011-04-03	2012-10-03	2012-10-03	Scott of the Antarctic										
DVD	92769	CH40829	2011-04-03	2012-11-16	2012-11-16	Bruce Almighty										
DVD	94405	CH47876	2011-04-03	2012-11-22	2012-11-22	WildScreen Outreach: Can we save planet Earth?										
DVD	93944	CH48544	2011-04-03	2013-01-21	2013-01-21	The Adventure of Ichabod and Mr.Tod										
DVD	93189	CH43315	2011-04-03	2013-02-08	2013-02-08	Hell Drivers										
DVD	93023	CH49242	2011-04-03	2013-04-02	2013-04-02	Enchanted										
DVD	93145	CH43235	2011-04-03	2013-04-20	2013-04-20	Gridiron Gang										
DVD	94086	CH53243	2011-04-03	2013-04-22	2013-04-22	The HitchHiker's Guide To the Galaxy										
DVD	94086	CH53243	2011-04-03	2013-04-22	2013-04-22	The HitchHiker's Guide To the Galaxy										
DVD	93327	CH45152	2011-04-03	2013-04-22	2013-04-22	Johnny English	Howitt	 Peter								
DVD	93554	CH45964	2011-04-03	2013-05-30	2013-05-30	Mrs. Palfrey at the Claremont (2005)	Ireland	 Dan								
DVD	94077	CH40457	2011-04-03	2013-09-25	2013-09-25	The Gunfighter										
DVD	92688	CH46295	2011-04-03	2013-11-12	2013-11-12	Big Nothing	Andrea	 Jean-Baptiste								
DVD	92990	CH51558	2011-04-03	2013-11-12	2013-11-12	Domino 	Scott	 Tony								
DVD	93714	CH49650	2011-04-03	2013-11-23	2013-11-23	Pride & Prejudice	Wright	 Joe								
DVD	94334	CH53222	2011-04-03	2013-12-14	2013-12-14	United 93 	Greengrass	 Paul								
DVD	94174	CH48503	2011-04-03	2013-12-21	2013-12-21	The Prisoner	Glenville	 Peter								
DVD	93031	CH44949	2011-04-03	2013-12-24	2013-12-24	English Patient	 The									
DVD	93886	CH43308	2011-04-03	2013-12-28	2013-12-28	State of Play										
DVD	92646	CH48593	2011-04-03	2013-12-28	2013-12-28	Balto Wolf Quest :An Epic Adventure of Discovery										
DVD	94333	CH48550	2011-04-03	2014-01-04	2014-01-04	United 93	Greengrass	Paul								
DVD	93515	CH46161	2011-04-03	2014-01-08	2014-01-08	Millions 	Boyle	 Danny								
DVD	92884	CH44955	2011-04-03	2014-01-11	2014-01-11	Color Purple	 The(Special Edition) (Widescreen)									
DVD	92585	CH48598	2011-04-03	2014-01-17	2014-01-17	Amazing Grace	Apted	Michael								
DVD	94013	CH51568	2011-04-03	2014-01-17	2014-01-17	The Condemned 	Wiper	 Scott								
DVD	93265	CH43322	2011-04-03	2014-01-18	2014-01-18	In My Father's Den										
DVD	93073	CH46368	2011-04-03	2014-01-18	2014-01-18	Flags Of Our Fathers	Eastwood	 Clint								
DVD	93522	CH45843	2011-04-03	2014-01-23	2014-01-23	Miss Austen Regrets	Lovering	 Jeremy								
DVD	93260	CH48553	2011-04-03	2014-01-23	2014-01-23	Impromptu	Lapine	 James								
DVD	92944	CH51210	2011-04-03	2014-01-23	2014-01-23	Daylight Robbery	Leonti	 Paris								
DVD	94093	CH51468	2011-04-03	2014-01-25	2014-01-25	The Incredible Hulk 	Leterrier	 Louis								
DVD	93164	CH51556	2011-04-03	2014-01-25	2014-01-25	Hangover	Phillips	 Todd								
DVD	94073	CH46248	2011-04-03	2014-01-25	2014-01-25	The Great Global Warming Swindle										
DVD	94409	CH47869	2011-04-03	2014-01-25	2014-01-25	WildScreen Outreach: Crude										
DVD	94017	CH46051	2011-04-03	2014-01-27	2014-01-27	The Contender 	Lurie	 Rod								
DVD	92924	CH46057	2011-04-03	2014-01-27	2014-01-27	Dance with a Stranger 	Newell	 Mike 1984								
DVD	93186	CH45019	2011-04-03	2014-01-28	2014-01-28	Heat And Dust 	Ivory	 James								
DVD	93922	CH46128	2011-04-03	2014-01-28	2014-01-28	Sweet Sixteen	Loach	 Ken								
DVD	93951	CH48537	2011-04-03	2014-02-01	2014-02-01	The Anniversary	Baker	Roy Ward								
DVD	93706	CH48565	2011-04-03	2014-02-01	2014-02-01	Porterhouse Blue	Knights	Robert								
