Item Type	Biblio Number	Barcode	Accession Date	Last Seen Date	Issue Date	Title	Author									
BK	80650	CH45595	2011-04-03	2014-01-20	2014-01-20	Cholesterol: Food	 Facts and Recipes	Juliette Kellow	 Sara Lewis							
BK	84957	CH37220	2011-04-03	2014-01-20	2014-01-20	Need to know? How to lose weight	Christine Michael									
BK	90481	CH51081	2011-04-03	2014-01-20	2014-01-20	Lord of the Flies by William Golding	Raymond Wilson									
BK	89526	CH51801	2011-04-03	2014-01-20	2014-01-20	Lord Of Flies	William Golding									
BK	81769	CH29761	2011-04-03	2014-01-20	2014-01-20	Projects for small gardens : 56 projects on fokd-out pages with step-by-step instructions										
BK	91014	CH51938	2011-04-03	2014-01-20	2014-01-20	Style guide: The best selling guide to english usage	The Economist									
BK	88247	CH43582	2011-04-03	2014-01-21	2014-01-21	Selected poems	John Donne									
BK	88185	CH50121	2011-04-03	2014-01-21	2014-01-21	W.B. Yeats: collected poems										
BK	90637	CH52289	2011-04-03	2014-01-21	2014-01-21	The Finkler Question	Howard Jacobson									
BK	89815	CH42906	2011-04-03	2014-01-21	2014-01-21	Things I want my daughters to know	Elizabeth Noble									
BK	87976	CH52563	2011-04-03	2014-01-21	2014-01-21	The Kitchenella: The Secrets of Women: Heroic	 Simple	 Nurturing Cookery - for Everyone	Rose Prince							
BK	82815	CH46582	2011-04-03	2014-01-21	2014-01-21	The Innocents Abroad	Twain	 Mark								
BK	88192	CH22310	2011-04-03	2014-01-21	2014-01-21	Introduction to Materials Management										
BK	90017	CH52754	2011-04-03	2014-01-21	2014-01-21	A Quick Start Guide to Mobile Marketing	Neil Richardson									
BK	88122	CH53118	2011-04-03	2014-01-21	2014-01-21	Flash Flood: Code Red	Chris Ryan									
BK	82436	CH22154	2011-04-03	2014-01-21	2014-01-21	Blankets & Throws to Knit										
BK	90453	CH39762	2011-04-03	2014-01-21	2014-01-21	Big book of Knitting Stitch Patterns										
BK	84322	CH35391	2011-04-03	2014-01-21	2014-01-21	The department of denials	Anurag Marthur									
BK	91145	CH51399	2011-04-03	2014-01-21	2014-01-21	The Great Fashion Designers	Brenda Polan	 Roger Tredre								
BK	82044	CH47967	2011-04-03	2014-01-21	2014-01-21	V for Vendetta: New Edition	Moore	 Alan								
BK	82053	CH47979	2011-04-03	2014-01-21	2014-01-21	Batman: Jekyll and Hyde	Jenkins	 Paul								
BK	83430	CH35485	2011-04-03	2014-01-21	2014-01-21	The egg book										
BK	88180	CH51805	2011-04-03	2014-01-22	2014-01-22	Ford County	John Grisham									
BK	89006	CH43983	2011-04-03	2014-01-22	2014-01-22	He Kills Coppers	Jake Arnott									
BK	91651	CH52772	2011-04-03	2014-01-22	2014-01-22	A history of the Sikhs	 Vol. 1									
BK	89607	CH53681	2011-04-03	2014-01-22	2014-01-22	The Sweet Scent of Blood	Suzanne McLeod									
BK	87437	CH36746	2011-04-03	2014-01-22	2014-01-22	Smoothies!	Stella Murphy									
BK	81704	CH28307	2011-04-03	2014-01-22	2014-01-22	Space										
BK	91682	CH52569	2011-04-03	2014-01-22	2014-01-22	The Fundamentals of Interior Design	Simon Dodsworth									
BK	81679	CH25130	2011-04-03	2014-01-22	2014-01-22	Working with the professionals to create the home you want										
BK	82335	CH23521	2011-04-03	2014-01-22	2014-01-22	The warden										
BK	89163	CH53712	2011-04-03	2014-01-22	2014-01-22	Children's Gsames										
BK	91079	CH47096	2011-04-03	2014-01-23	2014-01-23	The Secret										
BK	90548	CH52671	2011-04-03	2014-01-23	2014-01-23	Strength Training : The Complete Step by Step Guide to a Stronger	 Sculpted Body									
BK	90536	CH42510	2011-04-03	2014-01-23	2014-01-23	Oil - Painting Workshop	Aggy Boshoff									
BK	87366	CH45489	2011-04-03	2014-01-23	2014-01-23	The Calligraphy Handbook: Simple Techniques and Step-by-step Projects	Emma Callery									
BK	81161	CH28071	2011-04-03	2014-01-23	2014-01-23	Watercolour Challenge : Practical Painting Course										
BK	84924	CH38023	2011-04-03	2014-01-23	2014-01-23	Grave Tattoo	Val Mc Dermid									
BK	91990	CH39528	2011-04-03	2014-01-23	2014-01-23	Cry	 The Peacock									
BK	85192	CH46974	2011-04-03	2014-01-23	2014-01-23	The Binding Vine	Shashi Deshpande									
BK	90905	CH44023	2011-04-03	2014-01-23	2014-01-23	Secret Diary of a Demented Housewife	Greene	 Niamh								
BK	90645	CH53087	2011-04-03	2014-01-23	2014-01-23	The Legacy	Katherine Webb									
BK	90641	CH49047	2011-04-03	2014-01-23	2014-01-23	Doors Open	Ian Rankin									
BK	84101	CH49063	2011-04-03	2014-01-23	2014-01-23	Ruling Passion	Reginald Hill									
BK	87458	CH50387	2011-04-03	2014-01-23	2014-01-23	World War Two: Behind Closed Doors - Stalin	 the Nazis and the West	Laurence Rees								
BK	91900	CH52765	2011-04-03	2014-01-24	2014-01-24	The alchemist	Paulo Coelho									
BK	89000	CH45958	2011-04-03	2014-01-24	2014-01-24	Time Management	Polly Bird									
BK	89814	CH40695	2011-04-03	2014-01-24	2014-01-24	Absolution	Caro Ramsay									
BK	88097	CH52811	2011-04-03	2014-01-24	2014-01-24	Zen and the art of motorcycle mainenance										
BK	92018	CH50640	2011-04-03	2014-01-24	2014-01-24	Watermelon	Marian Keyes									
BK	90173	CH46898	2011-04-03	2014-01-24	2014-01-24	Love Marriage										
BK	88147	CH43201	2011-04-03	2014-01-25	2014-01-25	Wuthering Heights	Emily Bront?e.									
BK	88370	CH52877	2011-04-03	2014-01-25	2014-01-25	Train to Pakistan										
BK	80852	CH42377	2011-04-03	2014-01-25	2014-01-25	Waxing Mythical	Kate Berridge									
BK	87427	CH49097	2011-04-03	2014-01-25	2014-01-25	No More Dying	Roberts	 David								
BK	85699	CH38380	2011-04-03	2014-01-25	2014-01-25	Brain Game:Test Your Brain Age And Train Your Brain	Daily Mail									
BK	80660	CH46588	2011-04-03	2014-01-25	2014-01-25	Bonsai Basics: A Comprehensive Guide to Care and Cultivation	Lewis	 Colin								
BK	84519	CH16191	2011-04-03	2014-01-25	2014-01-25	The Discovery Of India	Jawaharlal Nehru									
BK	91134	CH52632	2011-04-03	2014-01-25	2014-01-25	Anatomy for Strength and Fitness Training for Speed and Sport	Leigh Brandon	 James Berrange								
BK	91671	CH52090	2011-04-03	2014-01-25	2014-01-25	Screw Work	 Let's Play: How to Do What You Love and Get Paid for it	John Williams								
BK	91456	CH46602	2011-04-03	2014-01-25	2014-01-25	Vegetarian Dishes from the Middle East	Arto Der Haroutunian									
BK	83458	CH45556	2011-04-03	2014-01-25	2014-01-25	Annabel Karmel's New Complete Baby and Toddler Meal Planner	Annabel Karmel									
BK	90813	CH43514	2011-04-03	2014-01-27	2014-01-27	Make the Most of Your Time on Earth: a Rough Guide to the World: 1000 Ultimate Travel Experiences	Rough Guides									
BK	81716	CH28074	2011-04-03	2014-01-27	2014-01-27	Painting on Glass										
BK	90746	CH10825	2011-04-03	2014-01-27	2014-01-27	Organised living	Dawna Walter									
BK	80776	CH37803	2011-04-03	2014-01-27	2014-01-27	The classical world: An epic history from Homer to Hadrian	Robin Lane Fox									
BK	90906	CH46465	2011-04-03	2014-01-27	2014-01-27	Confessions of a Demented Housewife	Niamh Greene									
BK	89528	CH34140	2011-04-03	2014-01-27	2014-01-27	The Sex Life of My Aunt	Mavis Cheek									
BK	91425	CH52883	2011-04-03	2014-01-27	2014-01-27	Style Book: Fashionable Inspirations	Elizabeth Walker									
BK	91458	CH44819	2011-04-03	2014-01-27	2014-01-27	Editors : The Best From Five Decades										
BK	89200	CH52819	2011-04-03	2014-01-27	2014-01-27	Rich Dad	 Poor Dad	Kiyosaki	 Robert T.							
BK	86458	CH48479	2011-04-03	2014-01-27	2014-01-27	How the stock market really works	Gough	Leo								
BK	81306	CH51633	2011-04-03	2014-01-27	2014-01-27	Secrets and Liars: Young	 Loaded and Fabulous	Kingsley	 Kate							
BK	90400	CH41711	2011-04-03	2014-01-27	2014-01-27	Live Big.Think Large.Act Sensibly	Nick James									
BK	88214	CH22210	2011-04-03	2014-01-27	2014-01-27	Penguin book of historical speeches	Edited by Brian MacArthur									
BK	80956	CH39952	2011-04-03	2014-01-28	2014-01-28	A Thousand Splendid Suns	Khaled Hosseini									
BK	84062	CH49759	2011-04-03	2014-01-28	2014-01-28	Like the flowing river	Paulo Coehlo									
BK	82165	CH50534	2011-04-03	2014-01-28	2014-01-28	Indian Takeaway: A Very British Story	Hardeep Singh Kohli									
BK	87191	CH28328	2011-04-03	2014-01-28	2014-01-28	New Hotel	David Collins									
BK	87133	CH28253	2011-04-03	2014-01-28	2014-01-28	Living with Plants										
BK	81117	CH25207	2011-04-03	2014-01-28	2014-01-28	HIP Houseplants										
BK	83264	CH25104	2011-04-03	2014-01-28	2014-01-28	Decorating Course										
BK	89238	CH41586	2011-04-03	2014-01-28	2014-01-28	Brand Management 101	Mainak Dhar									
BK	86613	CH38549	2011-04-03	2014-01-28	2014-01-28	Improve Your Communication Skills	Alan Barker									
BK	86781	CH43166	2011-04-03	2014-01-28	2014-01-28	The lover	Laura Wilson									
BK	90626	CH53074	2011-04-03	2014-01-29	2014-01-29	The Pleasure Seekers	Tishani Doshi									
BK	84341	CH43614	2011-04-03	2014-01-29	2014-01-29	The Village By The Sea	Anita Desai									
BK	91841	CH52828	2011-04-03	2014-01-29	2014-01-29	Five Point Someone	Chetan Bhagat									
BK	81487	CH25282	2011-04-03	2014-01-29	2014-01-29	Fit Kids	Jane Collins									
BK	91487	CH41637	2011-04-03	2014-01-29	2014-01-29	Embellish Your T-Shirt	Katie Cole									
BK	90605	CH52176	2011-04-03	2014-01-29	2014-01-29	Manage Your Time: How to Work More Effectively	N/A									
BK	84767	CH42886	2011-04-03	2014-01-29	2014-01-29	The manager's kitbag	Tony Kemmer 	 illustrations by Fred Higton.: tips and tools for effective people-centred management /								
BK	91684	CH52186	2011-04-03	2014-01-30	2014-01-30	Basics Photography: Exposure	David Prakel									
BK	85781	CH12273	2011-04-03	2014-01-30	2014-01-30	Sexual/textual politics : Feminist literary theory	Toril Moi									
BK	82028	CH45397	2011-04-03	2014-01-30	2014-01-30	Meena Pathak Celebrates Indian Cooking: 100 Delicious Recipes	 50 Years of Patak's	Pathak	 Meena							
BK	89642	CH34828	2011-04-03	2014-01-30	2014-01-30	Weight Control										
BK	83203	CH29634	2011-04-03	2014-01-30	2014-01-30	Secrets of Wellness : Staying healthy with natural hygiene										
BK	83442	CH34815	2011-04-03	2014-01-30	2014-01-30	The new Book of Yoga										
BK	80140	CH48498	2011-04-03	2014-01-30	2014-01-30	World Wide Rave: Creating Triggers That Get Millions of People to Spread Your Ideas and Share Your Stories	Scott	 David Meerman								
BK	89516	CH50336	2011-04-03	2014-01-31	2014-01-31	W.H. Auden: CollectedLonger Poems										
BK	89013	CH48330	2011-04-03	2014-01-31	2014-01-31	Succeed at Psychometric Testing: Practice Tests for Numerical Reasoning: Intermediate Level	Bernice Walmsley									
BK	82024	CH45620	2011-04-03	2014-01-31	2014-01-31	Complete Book of Sports Nutrition	Shelly Meltzer	 Cecily Fuller								
BK	90581	CH49633	2011-04-03	2014-01-31	2014-01-31	The Complete Guide To Sports Nutrition										
BK	87227	CH52636	2011-04-03	2014-01-31	2014-01-31	Sports Nutrition: From Lab to Kitchen	Jeukendrup	 Asker E.								
BK	83220	CH25220	2011-04-03	2014-01-31	2014-01-31	Connecting the dots in Sikh History	Harbans Singh Noor									
BK	82933	CH14804	2011-04-03	2014-01-31	2014-01-31	The rise of sikhs abroad	Gurmukh Singh									
BK	80713	CH45296	2011-04-03	2014-01-31	2014-01-31	Nigella Express	Lawson	 Nigella								
BK	86165	CH30907	2011-04-03	2014-02-01	2014-02-01	The Artist's Handbook	Seymour	 Pip								
BK	81511	CH45278	2011-04-03	2014-02-01	2014-02-01	Nutrition for Life	Hark	 Lisa								
BK	91035	CH53350	2011-04-03	2014-02-01	2014-02-01	Crimespotting: An Edinburgh Crime Collection	Irvine Welsh	 Ian Rankin	 Margaret Atwood	 et al.						
BK	81770	CH29832	2011-04-03	2014-02-01	2014-02-01	Fast & Fresh : Quick recipes for busy lives										
BK	88196	CH20730	2011-04-03	2014-02-01	2014-02-01	A study in scarlet										
BK	81783	CH21808	2011-04-03	2014-02-01	2014-02-01	Advanced Drawing Skills	Barber	 Barrington								
BK	85357	CH32883	2011-04-03	2014-02-01	2014-02-01	Practical English Usage	Michael Swan									
BK	83731	CH45487	2011-04-03	2014-02-01	2014-02-01	Management Intelligence: Sense and Nonsense for the Successful Manager	Adrian Furnham									
BK	80927	CH26549	2011-04-03	2014-02-01	2014-02-01	Belshazzar's Daughter										
BK	87088	CH43914	2011-04-03	2014-02-01	2014-02-01	How to Photograph Absolutely Everything	Tom Ang									
BK	90157	CH44224	2011-04-03	2014-02-01	2014-02-01	A Complaint-free World: The 21-day Challenge That Will Change Your Life	Bowen	 Will								
BK	91484	CH51432	2011-04-03	2014-02-01	2014-02-01	To Make a Difference: The Book That Changes Everything	Colin Turner									
BK	87875	CH51673	2011-04-03	2014-02-01	2014-02-01	The Eleventh Commandment	Jeffrey Archer									
BK	82930	CH15293	2011-04-03	2014-02-01	2014-02-01	Baker's dozen	Shoma A Chatterjee									
BK	91638	CH51995	2011-04-03	2014-02-01	2014-02-01	How to Succeed with NLP: Go from good to great at work.	Anne Watson									
BK	91028	CH51423	2011-04-03	2014-02-01	2014-02-01	The Very Thought of You	Rosie Alison									
BK	84168	CH38527	2011-04-03	2014-02-01	2014-02-01	Winners Never Cheat	Jon Huntsman									
BK	83784	CH44144	2011-04-03	2014-02-01	2014-02-01	How to Lead: What You Actually Need to Do to Manage Lead and Succeed: AND How to Manage	Jo Owen									
BK	91807	CH52092	2011-04-03	2014-02-01	2014-02-01	How to Make a Million Before Lunch	Rachel Bridge									
BK	91376	CH45136	2011-04-03	2014-02-01	2014-02-01	50 Prosperity Classics: Attract it	 Create it	 Manage it	 Share it	Butler-Bowdon	 Tom					
BK	81882	CH48483	2011-04-03	2014-02-03	2014-02-03	The Skeptical Economist: Revealing the Ethics Inside Economics	Aldred	 Jonathan								
BK	83067	CH14401	2011-04-03	2014-02-03	2014-02-03	The shadow lines	Amitav Ghosh									
BK	91596	CH52616	2011-04-03	2014-02-03	2014-02-03	Learn Chess Quick: How to Play the World's Greatest Board Game	 And Win	Brian Byfield	 Alan Orpin	 Gray Jolliffe						
BK	84308	CH12608	2011-04-03	2014-02-03	2014-02-03	The writerly life	R K Narayan									
BK	84052	CH38681	2011-04-03	2014-02-03	2014-02-03	Tana Ramsay's family kitchen: Sinple and delicious Recipes for every family	Tana Ramsay									
BK	88181	CH52815	2011-04-03	2014-02-03	2014-02-03	To kill A Mockingbird	Harper Lee									
BK	82449	CH46836	2011-04-03	2014-02-03	2014-02-03	Pilates for Weight Loss: The Fast and Effective Way to Shed Weight and Change Your Body Shape for Good	Robinson	 Lynne								
BK	87968	CH52598	2011-04-03	2014-02-03	2014-02-03	The Blood Type Diet Cookbook	Karen Vago	 Lucy Degremont								
BK	85294	CH37025	2011-04-03	2014-02-04	2014-02-04	Riot A Novel	Shashi Tharoor									
BK	84943	CH36879	2011-04-03	2014-02-04	2014-02-04	Dead Place	Stephen Booth									
BK	83382	CH32830	2011-04-03	2014-02-04	2014-02-04	Jawaharlal Nehru : Political Portraits	Denis Judd									
BK	80523	CH45257	2011-04-03	2014-02-04	2014-02-04	Europe: An Intimate Journey	Jan Morris									
BK	91595	CH53008	2011-04-03	2014-02-04	2014-02-04	Design and Colour in Watercolour: For Painting	 Illustration and Fabric Design	Michelle Scragg	 Robin Capon							
BK	81923	CH49590	2011-04-03	2014-02-04	2014-02-04	The Acrylic Paint Colour Wheel Book	Barber	 John								
BK	88068	CH41555	2011-04-03	2014-02-04	2014-02-04	Naturally Gorgeous	Charlotte Vohtz									
BK	85581	CH14387	2011-04-03	2014-02-04	2014-02-04	Real time	Amit Chaudhuri									
BK	88613	CH44005	2011-04-03	2014-02-04	2014-02-04	Head & heart management: managing attitudes	 beliefs	 behaviors and emotions at work	Adrian Furnham							
BK	88170	CH53686	2011-04-03	2014-02-04	2014-02-04	All in the Mind	Alastair Campbell									
BK	83835	CH27450	2011-04-03	2014-02-04	2014-02-04	Secrets of the code : The Unauthorised Guide to the Mysteries Behind the Da Vinci Code										
BK	84178	CH46950	2011-04-03	2014-02-04	2014-02-04	Delhi : a novel										
BK	87906	CH53281	2011-04-03	2014-02-04	2014-02-04	The Book of Tomorrow	Cecelia Ahern									
BK	87392	CH41109	2011-04-03	2014-02-05	2014-02-05	How to Pass Exams	Dominic O'Brien									
BK	83746	CH45606	2011-04-03	2014-02-05	2014-02-05	E-learning Skills	Alan Clarke									
BK	85561	CH49058	2011-04-03	2014-02-05	2014-02-05	The shape of snakes	Minette Walters									
BK	89567	CH51886	2011-04-03	2014-02-05	2014-02-05	Nocturnes: Five stories of music and nightfall	Kazuo Ishiguro									
BK	87616	CH16904	2011-04-03	2014-02-05	2014-02-05	The mill on the Floss	Eliot	 George								
BK	88357	CH43087	2011-04-03	2014-02-05	2014-02-05	Lady Chatterley's lover: A propos of Lady Chatterley's lover /	D.H. Lawrence.									
BK	87589	CH16575	2011-04-03	2014-02-05	2014-02-05	Sons and lovers	D H Lawrence									
BK	246572	CH54184	2011-04-29	2014-01-07	2014-01-07	Total Fitness : An Advanced Training Guide for the Sportsperson	Nita A. Martin									
BK	246674	CH54210	2011-05-03	2011-05-14	2011-05-14	William & Kate : The Love Story	Robert Jobson									
BK	246676	CH54203	2011-05-03	2011-05-14	2011-05-14	The Ring and the Crown	Alison Weir									
BK	246680	CH54208	2011-05-03	2011-05-14	2011-05-14	"William & Kate "" Celebrating A Royal Engagement"	Robin Nunn									
BK	246678	CH54205	2011-05-03	2011-05-14	2011-05-14	Invitation to The Royal Wedding	Ian Lloyd									
BK	246990	CH54228	2011-05-05	2012-07-19	2012-07-19	A Time Of Transition 	Mani Shankar Aiyar									
BK	246982	CH54302	2011-05-05	2012-08-30	2012-08-30	She wolves : The Notorious Queens of England	Elizabeth Norton									
BK	247028	CH54317	2011-05-06	2012-06-21	2012-06-21	Kabuliwallah Stories	Rabindranath Tagore									
BK	247013	CH54309	2011-05-06	2012-07-09	2012-07-09	Introduction to Management	John R. Schermerhorn	 Jr.								
BK	247022	CH54315	2011-05-06	2013-06-14	2013-06-14	Socialnomics : How Social Media Transforms the Way We Live and Do Business	Erik Qualman									
BK	247014	CH54310	2011-05-06	2014-01-04	2014-01-04	The Five Most Important Questions : Self- Assessment Tool	Peter F. Drucker									
BK	249602	CH55078	2011-05-26	2014-01-25	2014-01-25	Losing My Virginity	Branson	 Sir Richard								
BK	222204	CH54716	2011-06-15	2014-01-29	2014-01-29	The Beauty Secrets Handbook	Esme Floyd									
BK	205783	CH54857	2011-06-24	2013-11-30	2013-11-30	Gora	Rabindranath Tagore									
BK	404197	CH54331	2011-07-08	2013-02-04	2013-02-04	The Sunset Club										
BK	405991	CH55135	2011-07-30	2012-02-06	2012-02-06	MCQs for Dentistry										
